OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jun  2 2021 15:32:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Log AvgTime=,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi wheat1 in comp habiat south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""15:38:15 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15:37:35,369.5000115,0,-2.494065562,0.233890126,304.6477561,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,-0.001709444,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.21837271,2.110941457,25.17211342,2,4.644859791,1,9.289719582,24.90922928,25.17211342,23.12400055,299.947937,300.3641357,9.761916161,13.83713627,24.57227516,34.83024597,300.9569092,998.8383789,1483.232788,79.60536194,-0.59855026,-0.474543512,0.019229483,0.007085858,0.039193638,0.038628023,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504784546,0.006218373,298.3221134,298.0592293,159.8141371,-0.448416034,3.212451698,40.35471506,26.51757879,25.04067135,3.18739581,0.228146023,1.101510241,2.085885569,0.143096445,24.25159489,1.014261424,34.11742331,300.7265782,-0.002829517,0,874.006667,0,#DIV/0!,#DIV/0!
Remark=,"""15:38:15 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:40:54 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15:40:16,528.5000117,0,-9.004313162,0.227238415,259.8265257,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,-0.009156683,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.017382323,2.100003305,25.31844139,2,4.644859791,1,9.289719582,24.90977478,25.31844139,23.10126686,199.9916077,205.1553497,10.38650513,14.32829762,26.14212036,36.06333923,300.9373779,999.0020142,1409.964355,79.60081482,-0.463170469,-0.462432891,0.096534759,0.019982897,0.147685558,0.041925047,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50468689,0.006017382,298.4684414,298.0597748,159.8403187,-0.42081351,3.24054747,40.70997862,26.38168101,25.11410809,3.201373408,0.221812596,1.140544165,2.060829243,0.139110348,20.68240316,1.266486719,34.95334332,206.4638739,-0.01524387,0,874.1498516,0,#DIV/0!,#DIV/0!
Remark=,"""15:40:55 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:43:39 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15:42:56,693.5000113,0,-18.3513955,0.218007988,241.7766574,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,-0.019806873,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.519118839,2.006255431,24.95163155,2,4.644859791,1,9.289719582,24.37576866,24.95163155,22.58151627,99.90145111,111.6886292,11.0122242,14.62673759,28.61520958,38.00750351,300.9197388,1001.149597,1402.454224,79.59837341,-0.154159397,-0.446245372,0.084231943,0.020877181,0.065424263,0.056200862,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504598694,0.005519119,298.1016315,297.5257687,160.183932,-0.342833887,3.170519952,39.8314666,25.204729,24.6637001,3.116481144,0.213009161,1.164264521,1.952216623,0.133570992,19.24502866,2.164738338,36.44188026,114.3554894,-0.058480739,0,876.0290364,0,#DIV/0!,#DIV/0!
Remark=,"""15:43:40 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:46:18 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15:45:41,852.5000118,0,-21.23206314,0.222302361,217.1344448,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,-0.023103859,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.377035897,1.917160573,24.85339737,2,4.644859791,1,9.289719582,24.17448997,24.85339737,22.36878014,52.92102814,66.79419708,11.99415588,15.51256084,31.54653549,40.80049896,300.9104614,1000.774231,1339.236938,79.60204315,-0.529248655,-0.465412229,0.135017917,0.018807948,0.230814382,0.029815558,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504552307,0.005377036,298.0033974,297.32449,160.1238734,-0.323581206,3.15199211,39.59687447,24.08431363,24.51394367,3.088694514,0.217107005,1.234831538,1.853862976,0.136149276,17.28434544,3.250798037,38.9145251,69.87968152,-0.118236895,0,875.7005823,0,#DIV/0!,#DIV/0!
Remark=,"""15:46:18 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:48:57 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15:48:19,1011.000012,0,5.20624472,0.221199083,342.3809283,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.007098462,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.243218213,1.877464058,25.00086975,2,4.644859791,1,9.289719582,24.35974693,25.00086975,22.58563995,399.9135437,395.0765076,12.93273163,16.36055183,33.64062119,42.55706787,300.9163818,999.1831665,964.7433472,79.60479736,-0.956574082,-0.503258824,0.048919372,0.033239849,0.093932495,0.026159048,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504581909,0.005243218,298.1508698,297.5097469,159.8693031,-0.300400643,3.179842472,39.94536231,23.58481047,24.68030834,3.119576145,0.216054571,1.302378414,1.817197732,0.135487074,27.25516442,0.866619305,40.65990389,394.319926,0.005368367,0,874.3083641,0,#DIV/0!,#DIV/0!
Remark=,"""15:48:57 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:51:36 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15:50:58,1170.500012,0,6.037491869,0.218746007,335.6569279,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.008056527,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.141784194,1.859595092,25.30274773,2,4.644859791,1,9.289719582,24.55519485,25.30274773,22.74577904,400.0809326,394.7193909,13.95244789,17.31063461,35.86884689,44.50204849,300.9229126,998.2757568,895.133667,79.6001358,-1.031748056,-0.503729165,0.037074193,0.005774378,0.03341971,0.043409605,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504614563,0.005141784,298.4527477,297.7051949,159.7241175,-0.288541586,3.237523958,40.67234214,23.36170753,24.92897129,3.166237602,0.213713668,1.377928866,1.788308736,0.134014231,26.71833704,0.850368479,42.20709448,393.8420109,0.006470234,0,873.5143597,0,#DIV/0!,#DIV/0!
Remark=,"""15:51:36 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:54:18 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15:53:37,1332.500011,0,18.7853546,0.203041229,415.6253564,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.022644375,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,4.74735849,1.845241149,25.55444717,2,4.644859791,1,9.289719582,24.69431114,25.55444717,22.8584671,599.8363037,585.5041504,15.00699997,18.10499001,38.25803375,46.15587997,300.9310913,998.5365601,951.7175293,79.5953598,-1.975443125,-0.520236909,0.047867015,0.020302797,0.13468194,0.02945238,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504655457,0.004747358,298.7044472,297.8443111,159.765846,-0.226914407,3.286314343,41.28776289,23.18277288,25.12437916,3.203332618,0.198698368,1.441073194,1.762259425,0.124569491,33.08184979,0.709858941,43.37001561,582.7742264,0.013980047,0,873.7425685,0,#DIV/0!,#DIV/0!
Remark=,"""15:54:18 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:56:53 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15:56:19,1487.000012,0,28.6798883,0.196347896,516.6118177,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.033952981,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,4.481085002,1.798870303,25.67336082,2,4.644859791,1,9.289719582,24.65106773,25.67336082,22.78323174,800.0044556,778.6241455,16.0571785,18.97889709,41.04354477,48.51171494,300.9214478,998.9984741,708.0101929,79.59984589,-2.004437923,-0.489273399,0.229479238,0.021161456,0.62887764,0.022590827,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504607239,0.004481085,298.8233608,297.8010677,159.8397523,-0.188882892,3.309587587,41.57781401,22.59891691,25.16221428,3.21055872,0.192283778,1.510717284,1.699841436,0.120536006,41.12222107,0.663493189,45.10974112,774.4563287,0.016705168,0,874.146754,0,#DIV/0!,#DIV/0!
Remark=,"""15:56:53 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:56:53 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:56:53 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:56:53 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
