OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jun  2 2021 15:05:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi pea1 in comphabitat south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""15:09:41 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15:09:20,316.9999987,0,15.88099347,0.237533268,260.9859476,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.019318684,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.698842153,2.567085582,27.47747803,2,4.644859791,1,9.289719582,26.06028748,27.47747803,24.26642799,400.0222778,387.4832458,8.940724373,13.98657799,21.02304459,32.88776398,300.8871155,998.621582,1738.944946,79.62513733,-1.070611119,-0.275333315,0.036352634,0.009122115,0.035088841,0.006483996,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504435577,0.007698842,300.627478,299.2102875,159.7794496,-0.748564541,3.680768775,46.22621572,32.23963774,26.76888275,3.530862745,0.231611094,1.113683193,2.417179552,0.145277604,20.78104192,0.673541244,29.88472693,385.1753892,0.012321638,0,873.8169647,0,#DIV/0!,#DIV/0!
Remark=,"""15:09:41 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:12:03 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15:11:42,458.9999987,0,10.95140584,0.22329789,198.3573383,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.013678579,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.103392116,2.517594209,27.08390427,2,4.644859791,1,9.289719582,25.42234421,27.08390427,23.61909676,299.809967,291.1567383,8.897437096,13.55457592,21.72682762,33.09918976,300.9190369,998.5239258,1738.113281,79.6219101,-0.761841893,-0.263230801,0.023816684,0.006611656,0.029922131,0.007337808,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504595184,0.007103392,300.2339043,298.5723442,159.7638246,-0.659018388,3.596835435,45.17394057,31.61936465,26.25312424,3.42513054,0.218056446,1.079241225,2.345889315,0.136746693,15.79359015,0.681273391,29.58045837,289.5652588,0.011187378,0,873.7315132,0,#DIV/0!,#DIV/0!
Remark=,"""15:12:03 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:14:25 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15:14:04,600.9999987,0,6.186881821,0.211449762,138.6983208,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.008219834,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.601600988,2.469425077,26.7095623,2,4.644859791,1,9.289719582,24.92120552,26.7095623,23.14633751,199.8880157,194.9207306,8.846995354,13.17685413,22.25730324,33.15037537,300.9157104,999.2126465,1734.737061,79.61942291,-0.574175596,-0.251698643,0.018361086,0.003243071,0.031015171,0.003145718,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504578552,0.006601601,299.8595623,298.0712055,159.8740199,-0.579506968,3.518558599,44.19221429,31.01536016,25.81538391,3.337572268,0.20674392,1.049133522,2.288438746,0.129629658,11.04308026,0.711562697,29.35257975,194.021641,0.009359829,0,874.3341598,0,#DIV/0!,#DIV/0!
Remark=,"""15:14:25 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:16:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15:16:26,742.9999987,0,0.442347615,0.209012717,90.98284918,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.001650803,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.466077121,2.446969112,26.56202126,2,4.644859791,1,9.289719582,24.71886253,26.56202126,22.96602249,99.95302582,99.23261261,8.835165977,13.07627583,22.49818039,33.29789734,300.936554,998.5164795,1729.336304,79.62121582,-0.328729957,-0.249465376,0.059457533,0.003019303,0.058345404,0.003926305,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50468277,0.006466077,299.7120213,297.8688625,159.7626331,-0.559426202,3.488118092,43.80890264,30.73262681,25.64044189,3.303130475,0.204413543,1.04114898,2.261981496,0.128163862,7.244165071,0.916864394,29.38356396,99.1683298,0.001310675,0,873.7249976,0,#DIV/0!,#DIV/0!
Remark=,"""15:16:47 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:19:09 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15:18:48,884.9999987,0,-2.20653557,0.213099144,69.06762268,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,-0.001380419,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.518920417,2.421071706,26.44461632,2,4.644859791,1,9.289719582,24.6225605,26.44461632,22.86849785,54.05082321,55.27786636,8.823286057,13.09925079,22.59783363,33.54925537,300.9158325,998.8712769,1725.124634,79.6219635,-0.357325494,-0.249853671,0.043140762,0.005772337,0.040478904,0.00378384,1,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504579163,0.00651892,299.5946163,297.7725605,159.8194007,-0.567121602,3.464059774,43.50633446,30.40708367,25.53358841,3.282246733,0.208320431,1.042988069,2.239258664,0.130621336,5.499299732,1.249462529,29.68605254,55.59852438,-0.011781487,0,874.0354535,0,#DIV/0!,#DIV/0!
Remark=,"""15:19:09 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:21:31 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15:21:10,1026.999999,0,17.08071738,0.21979078,244.2485994,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.02069235,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.654973762,2.398296429,26.35971069,2,4.644859791,1,9.289719582,24.63580132,26.35971069,22.87826347,399.7648926,386.7023315,8.80273819,13.16751957,22.52804184,33.69842529,300.9243164,998.5879517,1723.886353,79.62434387,-1.363880634,-0.279897511,0.066223785,0.006573577,0.04759828,0.004550672,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504621582,0.006654974,299.5097107,297.7858013,159.7740687,-0.585888487,3.446751536,43.28766013,30.12014056,25.497756,3.275269421,0.214710814,1.048455106,2.226814315,0.134641599,19.44813447,0.631619154,30.05240818,384.2201287,0.013359964,0,873.7875374,0,#DIV/0!,#DIV/0!
Remark=,"""15:21:31 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:23:53 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15:23:32,1168.999999,0,17.75618185,0.22528449,242.1377233,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.021459073,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.758608391,2.377736638,26.29498482,2,4.644859791,1,9.289719582,24.65361023,26.29498482,22.89485359,399.7941589,386.2578735,8.828125954,13.26051235,22.5692215,33.90067673,300.9207764,998.8814697,1719.451416,79.62521362,-1.342298627,-0.281079203,0.023849968,0.001666251,0.051576402,0.001472633,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504603882,0.006758608,299.4449848,297.8036102,159.8210316,-0.599537817,3.433607767,43.12211687,29.86160451,25.47429752,3.270708591,0.219950483,1.055871129,2.214837462,0.13793853,19.28026794,0.626881003,30.42937305,383.6775109,0.014082386,0,874.0443725,0,#DIV/0!,#DIV/0!
Remark=,"""15:23:53 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:26:15 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15:25:54,1310.999999,0,26.27327461,0.223630091,365.2054595,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.031189233,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.641818023,2.35392269,26.137043,2,4.644859791,1,9.289719582,24.5147438,26.137043,22.74926567,599.9987793,579.9772339,8.804131508,13.16024017,22.69360733,33.92195129,300.9295959,999.3395386,1712.279419,79.6182785,-2.258799553,-0.286950499,0.039010752,0.001995452,0.021995373,0.001917482,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50464798,0.006641818,299.287043,297.6647438,159.8943226,-0.578697606,3.401718358,42.72534425,29.56510408,25.3258934,3.241984024,0.218373224,1.047795667,2.194188357,0.136946023,29.07702998,0.629689302,30.48617899,576.1591509,0.013901918,0,874.4451933,0,#DIV/0!,#DIV/0!
Remark=,"""15:26:15 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:28:37 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15:28:16,1452.999999,0,31.98522059,0.215980515,502.91556,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.037697092,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.429415798,2.357670488,26.09731483,2,4.644859791,1,9.289719582,24.47665787,26.09731483,22.7204361,800.2077637,775.6361084,8.795994759,13.01337719,22.72359657,33.61879349,300.9329834,999.9816284,1706.651855,79.61556244,-3.584974527,-0.291475147,0.07578475,0.004567529,0.06749592,0.005681435,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504664917,0.006429416,299.2473148,297.6266579,159.997057,-0.542459069,3.393737832,42.62656355,29.61318636,25.28698635,3.234489882,0.211073188,1.036067344,2.198422538,0.132353029,40.03990517,0.648391113,30.1644403,770.9879543,0.012514025,0,875.0070367,0,#DIV/0!,#DIV/0!
Remark=,"""15:28:37 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:28:37 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:28:37 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:28:37 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
