OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jun  2 2021 13:06:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi Yermo1 fower south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""13:09:33 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:09:33 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:55 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13:11:34,369.9999987,0,16.4618359,0.304353884,284.9589697,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.01992009,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.328616805,1.928999324,24.60063934,2,4.644859791,1,9.289719582,23.17068863,24.60063934,21.40953827,400.067688,387.2392578,9.951101303,14.75053215,27.8413372,41.26925659,300.8905029,1001.767029,1437.485718,79.70930481,-1.294867039,-0.16123414,0.010288769,0.005951404,0.042610228,0.007084503,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504452515,0.007328617,297.7506393,296.3206886,160.282721,-0.683980048,3.104753987,38.95096055,24.2004284,23.88566399,2.97446618,0.294698832,1.175754663,1.798711516,0.185030546,22.71388137,0.735873143,38.18057049,384.846992,0.016331745,0,876.5942435,0,#DIV/0!,#DIV/0!
Remark=,"""13:11:55 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:17 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13:13:56,511.9999987,0,11.95036608,0.277181345,210.3527951,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.014781432,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.599264137,1.902864152,24.29761314,2,4.644859791,1,9.289719582,22.61198997,24.29761314,20.87020493,300.1075439,290.8883362,10.05544758,14.37881565,29.10038948,41.61218643,300.8938599,1001.229553,1579.221802,79.70570374,-0.890882969,-0.154049724,0.033844549,0.006573395,0.009734667,0.006189796,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504469299,0.006599264,297.4476131,295.76199,160.1967249,-0.572233977,3.048937773,38.25244154,23.87362589,23.45480156,2.898281991,0.269150584,1.14607362,1.75220837,0.168922655,16.76631756,0.723139325,37.75960319,289.1516859,0.015605687,0,876.1239265,0,#DIV/0!,#DIV/0!
Remark=,"""13:14:17 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:39 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13:16:18,653.9999987,0,6.096252053,0.255921871,149.4380256,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.008094837,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.048916674,1.885635258,24.07349777,2,4.644859791,1,9.289719582,22.22073746,24.07349777,20.48745918,199.9557953,195.1190643,10.12011242,14.08422661,29.99236488,41.74057007,300.885498,1001.818542,1882.945068,79.70530701,-0.587585568,-0.15288958,0.023169354,0.001624924,0.011950037,0.001826347,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50442749,0.006048917,297.2234978,295.3707375,160.2909632,-0.486132201,3.008222863,37.74181389,23.65758729,23.14711761,2.84492775,0.249060519,1.122587606,1.722340144,0.156265068,11.91100371,0.765881213,37.3750444,194.2331452,0.011730629,0,876.6393204,0,#DIV/0!,#DIV/0!
Remark=,"""13:16:39 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:19:01 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13:18:40,795.9999987,0,0.574206248,0.248414654,91.87876495,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.001794788,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.832034414,1.871687715,24.00460052,2,4.644859791,1,9.289719582,22.05396652,24.00460052,20.32381439,100.1020889,99.33535767,10.28116226,14.10293293,30.78179932,42.22418213,300.8964233,1002.343506,2077.524414,79.70785522,-0.44480145,-0.141959041,0.021237364,0.005934764,0.025359822,0.004936457,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504482117,0.005832034,297.1546005,295.2039665,160.3749574,-0.453373512,2.995802251,37.5847806,23.48184767,23.02928352,2.82472331,0.241944852,1.124114536,1.700608774,0.151783792,7.323459295,0.92493516,37.53584809,99.2519129,0.002171577,0,877.0986886,0,#DIV/0!,#DIV/0!
Remark=,"""13:19:01 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:21:23 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13:21:02,937.9999987,0,-2.324381417,0.245666119,65.29702039,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,-0.001510447,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.71675673,1.854573891,23.96928406,2,4.644859791,1,9.289719582,21.87695885,23.96928406,20.10828018,50.70256424,52.04979324,10.492589,14.23840714,31.75492287,43.09132004,300.888031,1002.018738,1698.75708,79.70547485,-0.456528217,-0.137714908,0.050539281,0.002233654,0.029525505,0.002359749,1,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504440155,0.005716757,297.1192841,295.0269588,160.3229945,-0.440119807,2.989452893,37.50624281,23.26783567,22.92312145,2.806627821,0.239336869,1.134879002,1.671748819,0.150141596,5.204530017,1.254510658,37.95584342,52.38757684,-0.016840607,0,876.8145009,0,#DIV/0!,#DIV/0!
Remark=,"""13:21:23 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:23:45 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13:23:24,1079.999999,0,16.97378114,0.247644446,263.0530506,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.020501991,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.687892256,1.830934322,23.88171959,2,4.644859791,1,9.289719582,21.81432915,23.88171959,20.041008,400.1941223,387.447113,10.61172009,14.33816528,32.23840332,43.55934143,300.8947144,1001.870361,1374.186279,79.70521545,-1.281731129,-0.159006208,0.019614425,0.001736326,0.016472233,0.001302135,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504473572,0.005687892,297.0317196,294.9643291,160.2992542,-0.434230562,2.973760875,37.3094892,22.97132391,22.84802437,2.793888727,0.241214182,1.142826553,1.651062174,0.15132369,20.96670008,0.678939246,38.439312,384.9804504,0.016947886,0,876.6846644,0,#DIV/0!,#DIV/0!
Remark=,"""13:23:45 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:26:07 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13:25:46,1221.999999,0,17.47089633,0.246768171,259.0275706,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.021071284,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.610618621,1.81276888,23.73716164,2,4.644859791,1,9.289719582,21.67423058,23.73716164,19.88841629,399.9533691,386.8982544,10.56640148,14.24247265,32.37799072,43.64235306,300.9032898,1001.763245,1325.703491,79.70835114,-1.251501918,-0.153094903,0.011756169,0.006366963,0.027280359,0.004199809,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504516449,0.005610619,296.8871616,294.8242306,160.2821156,-0.420983786,2.94801289,36.98499403,22.74252138,22.70569611,2.769883606,0.240382746,1.135244011,1.634639595,0.150800148,20.64666055,0.669497905,38.52535157,384.35935,0.01751154,0,876.5909321,0,#DIV/0!,#DIV/0!
Remark=,"""13:26:07 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:28:29 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13:28:08,1363.999999,0,25.48192558,0.246212601,393.6895402,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.14630604,0.875073153,0.030330612,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.517957051,1.786997957,23.5953064,2,4.644859791,1,9.289719582,21.48735046,23.5953064,19.70576096,599.979187,580.9107056,10.6359129,14.25142574,32.9651947,44.1711998,300.8877869,997.755249,1857.700195,79.70697784,-2.253839493,-0.157936707,0.032247573,0.002633225,0.027136263,0.004187413,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504438934,0.005517957,296.7453064,294.6373505,159.6408363,-0.409614618,2.922936032,36.67101817,22.41959242,22.54132843,2.742386022,0.239855525,1.135938076,1.606447946,0.150468173,31.37980346,0.67771094,38.88538633,577.2076229,0.017166692,0,873.1088317,0,#DIV/0!,#DIV/0!
Remark=,"""13:28:29 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:30:51 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13:30:30,1505.999999,0,30.59784421,0.244276361,547.5638273,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.14630604,0.875073153,0.036129856,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.486140865,1.790143168,23.6426506,2,4.644859791,1,9.289719582,21.56818581,23.6426506,19.80202484,799.9924316,776.8218384,10.72325993,14.31759644,33.06983185,44.15452957,300.8951721,999.4172974,2349.783936,79.70202637,-3.47577548,-0.173372924,0.029920833,0.00434938,0.050330311,0.004115011,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504475861,0.005486141,296.7926506,294.7181858,159.906764,-0.401859602,2.931284616,36.7780438,22.46044736,22.60541821,2.753079258,0.238017607,1.141141449,1.611937809,0.149310932,43.6419466,0.704876975,38.93436368,772.3753005,0.015423947,0,874.5632456,0,#DIV/0!,#DIV/0!
Remark=,"""13:30:51 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:30:51 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:30:51 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:30:51 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:12 ACi pea1 south""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:20 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:22 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:23 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:23 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:23 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:33:23 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:35:46 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13:35:24,1801.499999,0,6.364633771,0.232346363,335.5498801,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.008421905,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.395109352,1.847874904,23.92770767,2,4.644859791,1,9.289719582,23.02237701,23.92770767,21.25074387,399.8065186,394.1625977,10.69538498,14.23037624,30.1886692,40.16649628,300.896637,999.3584595,1673.352417,79.6969986,-1.162605643,-0.196605057,0.030158306,0.009495063,0.030843338,0.005262552,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504483185,0.005395109,297.0777077,296.172377,159.8973499,-0.337045768,2.98199318,37.41663089,23.18625465,23.47504234,2.90182234,0.226676917,1.134118276,1.767704065,0.142171758,26.74231833,0.851298125,37.94172578,393.2376768,0.006140947,0,874.4617495,0,#DIV/0!,#DIV/0!
Remark=,"""13:35:47 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:38:10 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13:37:48,1945.499999,0,3.340480101,0.189751121,257.4353139,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.004965313,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,4.536410156,1.894460311,23.95419884,2,4.644859791,1,9.289719582,22.43548775,23.95419884,20.63550568,299.9981079,296.8823547,10.731534,13.70568371,31.38781548,40.08666992,300.874939,999.0140381,1139.715576,79.6957016,-0.676767349,-0.180510566,0.023804672,0.001929563,0.028169708,0.002974508,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504374695,0.00453641,297.1041988,295.5854877,159.8422425,-0.218732304,2.98674439,37.47685673,23.77117302,23.19484329,2.85314694,0.185952862,1.092284079,1.760862861,0.116555923,20.51648796,0.867129049,36.20820769,296.3969097,0.004080771,0,874.1603728,0,#DIV/0!,#DIV/0!
Remark=,"""13:38:11 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
